Folder Path,Text Content,Tabular Content,Summary,CSV File Path
E:/APQR LLM/Data/mapped/page107table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW  Unnamed: 1
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX         NaN
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g         NaN
                                                                           ""Cp""    1.856549
                                                                         ""Cp_l""    3.285720
                                                                         ""Cp_u""    0.427378
                                                                         ""Cp_k""    0.427378
                                                                          ""Cpm""    0.215049","The provided text describes an Annual Product Quality Review (APQR) for polyethylene glycol 3350 powder in various weights (17g, 119g, 238g, 510g & 850g).

The review period covers from February 8th, 2022 to August 25th, 2023 and follows a standard operating procedure (SOP XXXX).

The table presents statistical quality control data:
* **Cp:** This is the process capability index, measuring the spread of the process relative to the specification limits. A value of 1.856549 indicates that the process is capable.
* **Cp_l & Cp_u:** These are lower and upper process capability indices, reflecting how well the process meets the lower and upper specifications respectively. Values of 3.285720 (lower) and 0.427378 (upper) suggest potential issues with meeting the lower specification.
* **Cp_k:** This is a combined process capability index considering both lower and upper specifications. A value of 0.427378 suggests that the process may not be consistently meeting both specifications.
* **Cpm:** This index measures the closeness of the process average to the target value, with a lower value (0.215049) suggesting potential deviations from the desired target.

Overall, while the process shows some capability (Cp > 1), there are concerns regarding its ability to consistently meet both upper and lower specification limits (Cp_l & Cp_u, Cp_k). Further investigation is recommended to identify potential sources of variation and improve process control.","E:/APQR LLM/Data/mapped/page107table1/page_107_table_1.csv"""
E:/APQR LLM/Data/mapped/page113table1,"Text:


","                                                    ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to \nRef. SOP XXXX \n25/08/2023
                       Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document outlines an Annual Product Quality Review (APQR) for Polyethylene glycol 3350 powder, available in various weights (17g, 119g, 238g, 510g & 850g).

The review period covers from February 8th, 2022 to August 25th, 2023. The specific APQR number is AR-APQR-XXX-YY and references Standard Operating Procedure (SOP) XXXX.  


Let me know if you'd like me to elaborate on any specific aspect of this summary!","E:/APQR LLM/Data/mapped/page113table1/page_113_table_1.csv"""
E:/APQR LLM/Data/mapped/page61table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-\n2021 - 31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided text and table describe an **Annual Product Quality Review** for **Kratom** (Product Code: 236). 

* The review period spans from **May 13, 2021 to December 31, 2024**.
* The document's code is not provided in the snippet.
*  The review will be conducted at a specific site (the name of which is missing).


Let me know if you have any further questions about this information!","E:/APQR LLM/Data/mapped/page61table1/page_61_table_1.csv"""
E:/APQR LLM/Data/mapped/page5table2,"Text:
1.
Scope
This
Annual
product
quality
report
is
prepared
for
the
product
'Kratom'
manufactured
during
the
review
period
of
13-05-2021
to
31-12-2024
1.
OBJECTIVE
The
Objective
of
this
APR
is
to
evaluate
Quality
data,
trend
of
the
Quality
data
of
the
product
Kratom
manufactured
during
the
period
13-05-2021
31-12-2024
to
verify
consistency
of
existing
processes
and
evaluate
theneed
for
any
changes
in
product
specification
and
manufacturing
or
control
procedures
by
reviewingdeviations,
non
-
conformances,
customer
complaints
and
process
formulation
issues,
etc.
2.
ABBREVIATIONS

","AbbreviationID                               AbbreviationName
           CRT                    Controlled Room Temperature
           BLQ                  Below Limit of Quantification
           DCM                  Documentum Compliance Manager
           PPQ              Process Performance Qualification
           API               Active Pharmaceutical Ingredient
            ND                                   Not Detected
           NaN                                 Not Applicable
           CQA                    Critical Quality Attributes
           OOT                                   Out of Trend
           STP                        Standard Test Procedure
           CMA                   Critical Material Attributes
           BDL                          Below Disregard Limit
           OOS                           Out of Specification
           CPV                 Continued Process Verification
          CAPA               Corrective and Preventive Action
           APR Annual Product Review (Product Quality Review)
           CCR                         Change Control Records","This document outlines the **Annual Product Quality Review (APR)** for Kratom, covering the manufacturing period from May 13, 2021, to December 31, 2024.  

**Objective:**

The review aims to assess the quality data and trends of Kratom production during this period. It seeks to confirm the consistency of existing processes and identify any necessary changes in product specifications, manufacturing procedures, or control measures. This will be achieved by analyzing deviations, non-conformances, customer complaints, and process formulation issues.

**Abbreviations:**

The document also includes a table defining common abbreviations used throughout the report, such as CRT (Controlled Room Temperature), BLQ (Below Limit of Quantification), DCM (Documentum Compliance Manager), and many others related to pharmaceutical quality control and manufacturing processes. 


Essentially, this is a structured review process designed to ensure the ongoing quality and safety of Kratom production.","E:/APQR LLM/Data/mapped/page5table2/page_5_table_2.csv"""
E:/APQR LLM/Data/mapped/page106table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW        Unnamed: 1
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX               NaN
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g               NaN
                                                                      Parameter             Value
                                                                ""overallStdDev"" 0.388350086228499
                                                                           ""Pp""  6.43749052376685
                                                                          ""Ppk""  3.46336990178656","The provided text describes an Annual Product Quality Review (APQR) for polyethylene glycol 3350 powder in various sizes (17g, 119g, 238g, 510g & 850g).

The review period covers from February 8th, 2022 to August 25th, 2023 and follows standard operating procedure XXXX.

The tabular data presents key quality parameters:

* **overallStdDev:** Represents the overall standard deviation of the product quality, with a value of 0.38835.
* **Pp (Process Performance Index):** Measures the potential capability of the process, calculated at 6.4375.  
* **Ppk (Process Capability Index):** Evaluates the actual performance of the process relative to specifications, with a value of 3.4634.


Both Pp and Ppk values indicate a highly capable process, suggesting that the product consistently meets quality standards.","E:/APQR LLM/Data/mapped/page106table1/page_106_table_1.csv"""
E:/APQR LLM/Data/mapped/page75table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW  Unnamed: 1 Unnamed: 2         Unnamed: 3            Unnamed: 4    Unnamed: 5             Unnamed: 6       Unnamed: 7                   Unnamed: 8
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX         NaN        NaN                NaN                   NaN           NaN                    NaN              NaN                          NaN
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g         NaN        NaN                NaN                   NaN           NaN                    NaN              NaN                          NaN
                                                                       Batch No Water by KF         PH Yeast and \nmoulds      Escherichia coli Assay by HPLC Unspecified \nimpurity Total impurities Formaldyhyde \ncontent by UV
                                                                        7236167        0.39       6.83                  8                Absent         100.5                   0.11             1.10                          4.6
                                                                        7236168        0.41       5.91                  6                Absent         100.3                   0.12             1.12                          5.2
                                                                        7236169        0.49       6.72                6.4                Absent         100.3                   0.10             1.08                          4.9
                                                                        7236170        0.62       6.96                5.0                Absent         101.1                   0.09             1.17                          5.1
                                                                        7236171        0.59       6.64                6.0                Absent          98.3                   0.14             1.09                          5.0
                                                                            LSL           0        4.5                  0 Should be absent \n/g          95.0                      0                0                            0
                                                                            MIN        0.39       5.91               5.00                   NaN         98.30                   0.09             1.08                         4.60
                                                                            AVG        0.50       6.61               6.28                   NaN        100.10                   0.11             1.11                         4.96
                                                                            MAX        0.62       6.96               8.00                   NaN        101.10                   0.14             1.17                         5.20
                                                                            USL         1.0        7.5                100 Should be absent \n/g         110.0                    0.5              2.0                           15","The provided text and table describe an **Annual Product Quality Review (APQR)** for Polyethylene glycol 3350 powder, available in various weights (17g, 119g, 238g, 510g & 850g).

**Review Period:** The review covers the period from February 8th, 2022, to August 25th, 2023.

**Tests Conducted:**

Several quality control tests were performed on different batches of the product (identified by batch numbers 7236167-7236171):

* **Water Content (KF):** Measured the amount of water present in each batch.
* **pH:** Determined the acidity or alkalinity of each batch.
* **Yeast and Moulds:** Checked for microbial contamination.
* **Escherichia coli:** Tested for the presence of this harmful bacteria.
* **Assay by HPLC:** Measured the concentration of the active ingredient in each batch.
* **Unspecified Impurity:** Detected and quantified unspecified impurities.
* **Total Impurities:** Measured the total amount of impurities present.
* **Formaldehyde Content (UV):** Determined the formaldehyde content in each batch.

**Summary Statistics:**

The table also includes summary statistics for each test parameter:

* **LSL (Lower Specification Limit):** The minimum acceptable value for each parameter.
* **MIN (Minimum Value):** The lowest measured value for each parameter across all batches.
* **AVG (Average):** The average value for each parameter across all batches.
* **MAX (Maximum Value):** The highest measured value for each parameter across all batches.
* **USL (Upper Specification Limit):** The maximum acceptable value for each parameter.

Overall, the APQR provides a comprehensive assessment of the quality of Polyethylene glycol 3350 powder, ensuring it meets pre-defined specifications and is safe for use.","E:/APQR LLM/Data/mapped/page75table1/page_75_table_1.csv"""
E:/APQR LLM/Data/mapped/page59table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-\n2021 - 31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided text indicates an **Annual Product Quality Review** for **Kratom** (Product Code 236) from **May 13, 2021 to December 31, 2024**. The review document code is missing in the provided snippet.  

The data appears incomplete as it lacks information such as:

* **Site location** where Kratom is produced/handled
* **Specific details about the quality review**, including findings, conclusions, and recommendations.



Let me know if you have any other text or data snippets, I'd be happy to help further!","E:/APQR LLM/Data/mapped/page59table1/page_59_table_1.csv"""
E:/APQR LLM/Data/mapped/page74table2,"Text:
6.Critical
Process
Parameters
Total
Batches
Count
:
17
6.1.1
Product
Code
:
2003119
Product
Name:
Polyethylene
glycol
17g

","Batch No  Water by KF   PH  Total microbial \ncount  Yeast and \nmoulds      Escherichia coli  Assay by HPLC  Unspecified \nimpurity  Total impurities
 7237088         0.42 6.71                    10.00                9.00                absent          98.20                    0.12              1.13
 7237089         0.42 6.72                     9.00                8.00                Absent          98.50                    0.44              1.20
 7237090         0.49 6.89                     9.00                8.00                Absent          99.00                    0.43              1.20
 7237245         0.41 6.65                     9.00                8.00                Absent          99.10                    0.42              1.40
 7237246         0.46 6.69                     9.00                8.00                Absent          99.10                    0.43              1.40
 7237247         0.35 6.79                     9.00                8.00                Absent          99.00                    0.49              1.20
 7237307         0.39 6.71                     7.00                9.00                Absent          99.30                    0.44              1.20
 7237308         0.50 6.64                     7.00                9.00                Absent          98.90                    0.39              1.20
 7237310         0.32 6.99                     7.00                9.00                Absent          99.60                    0.42              1.10
 7237560         0.48 6.93                     7.00                9.00                Absent          99.00                    0.44              1.80
 7237561         0.46 6.58                     7.00                9.00                Absent          99.30                    0.42              1.70
 7237566         0.36 6.71                     9.00                7.00                Absent          98.90                    0.39              1.60
 7237567         0.42 6.84                     5.90                9.30                Absent          99.00                    0.44              1.70
 7237569         0.47 6.49                     8.00                7.00                Absent          99.60                    0.46              1.40
 7237570         0.37 6.69                     8.00                7.00                Absent          98.90                    0.46              1.40
 7237690         0.49 6.52                     9.00                7.00                Absent          98.70                    0.44              1.40
 7237822         0.41 6.80                     8.50                9.70                Absent          99.10                    0.47              1.70
     LSL         0.00 4.50                     0.00                0.00 Should be absent \n/g          95.00                    0.00              0.00
     MIN         0.32 6.49                     5.90                7.00                   NaN          98.20                    0.12              1.10
     AVG         0.42 6.73                     8.14                8.29                   NaN          99.01                    0.42              1.40
     MAX         0.50 6.99                    10.00                9.70                   NaN          99.60                    0.49              1.80
     USL         1.00 7.50                  1000.00              100.00 Should be absent \n/g         110.00                    0.50              2.00","This document details quality control data for 17 batches of Polyethylene glycol 17g (product code 2003119).  

The table presents key parameters measured for each batch, including:

* **Water Content:** Measured by Karl Fischer titration (KF). Ranges from 0.32% to 0.50%.
* **pH:** Ranges from 6.49 to 6.99.
* **Microbial Counts:** Total microbial count, Yeast & Moulds, and Escherichia coli presence are assessed. All batches show acceptable microbial counts below the Upper Specification Limit (USL) of 1000 CFU/g for total microbial count and absence of E.coli.
* **Assay by HPLC:** Measures the purity of the active ingredient. All batches have an assay above 98%.
* **Unspecified Impurity & Total Impurities:** These parameters are quantified to ensure product quality.

The table also includes statistical summaries (MIN, AVG, MAX) and specification limits (LSL - Lower Specification Limit, USL - Upper Specification Limit). This allows for comparison of individual batch data against predefined quality standards.


Overall, the data indicates that all 17 batches of Polyethylene glycol 17g meet the required specifications for these critical process parameters.","E:/APQR LLM/Data/mapped/page74table2/page_74_table_2.csv"""
E:/APQR LLM/Data/mapped/page74table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the beginning of an **Annual Product Quality Review (APQR)** for polyethylene glycol 3350 powder. 

Here's a breakdown:

* **Document Identifier:** AR-APQR-XXX-YY (The ""XXX"" and ""YY"" likely represent specific codes for this review)
* **Review Period:** February 8, 2022, to August 25, 2023
* **Reference Standard Operating Procedure (SOP):** XXXX (This indicates the specific SOP followed for conducting the review)
* **Product:** Polyethylene glycol 3350 powder in various weights: 17g, 119g, 238g, 510g, and 850g

The remaining content of the APQR would likely delve into a detailed analysis of the product's quality during the review period, including factors such as manufacturing processes, testing results, deviations or issues encountered, and proposed improvements for the next year.


","E:/APQR LLM/Data/mapped/page74table1/page_74_table_1.csv"""
E:/APQR LLM/Data/mapped/page1table1,"Text:


","ANNUAL PRODUCT QUALITY \nREVIEW (13-05-2021 - 31-12-\n2024)               Document Code:
                                          Product Code: 236 Product Name: Kratom \nSite:","This document appears to be the start of an **Annual Product Quality Review** for **Kratom (Product Code 236)**.  

The review covers the period from **May 13th, 2021 to December 31st, 2024**.  

It's missing further details about the site where the product is manufactured/handled and the content of the quality review itself.","E:/APQR LLM/Data/mapped/page1table1/page_1_table_1.csv"""
E:/APQR LLM/Data/mapped/page40table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided text and data appear to be the beginning of an **Annual Product Quality Review (APQR)** document for **Kratom**, a product with code **236**. 

* The review period covers from **May 13, 2021** to **December 31, 2024**. 
* The document is likely intended for the site where Kratom is manufactured.


Let me know if you'd like me to analyze any further information within this context.","E:/APQR LLM/Data/mapped/page40table1/page_40_table_1.csv"""
E:/APQR LLM/Data/mapped/page14table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","This document appears to be the start of an **Annual Product Quality Review** for **Kratom**, identified by product code **236**.  

The review period covers from **May 13, 2021, to December 31, 2024**. The document also includes a placeholder for the manufacturing site.


Let me know if you would like me to analyze any other aspects of this information!","E:/APQR LLM/Data/mapped/page14table1/page_14_table_1.csv"""
E:/APQR LLM/Data/mapped/page80table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the header for an **Annual Product Quality Review (APQR)**. 

Here's a breakdown of the key information:

* **APQR Number:** AR-APQR-XXX-YY (Specific number is redacted)
* **Review Period:** February 8th, 2022 to August 25th, 2023
* **Reference Standard Operating Procedure (SOP):** XXXX (Specific SOP number is redacted)
* **Product:** Polyethylene glycol 3350 powder in various weights: 17g, 119g, 238g, 510g, and 850g


The APQR is a formal review process used in the pharmaceutical industry to evaluate the quality of a product over a given period. It likely includes an analysis of manufacturing data, testing results, deviations, complaints, and other relevant information to ensure the product meets quality standards.","E:/APQR LLM/Data/mapped/page80table1/page_80_table_1.csv"""
E:/APQR LLM/Data/mapped/page27table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided text seems to be the beginning of an **Annual Product Quality Review** document for a product called **Kratom**.  

Here's what we can gather:

* **Product:** Kratom (Product Code 236)
* **Review Period:** May 13, 2021 - December 31, 2024
* **Document Code:** Not specified in the excerpt
* **Site:**  Not specified in the excerpt


The information is incomplete. We need more context from the rest of the document to understand:

* The purpose and scope of the review
* Specific quality data and analysis for Kratom during the review period
* Any conclusions or recommendations arising from the review","E:/APQR LLM/Data/mapped/page27table1/page_27_table_1.csv"""
E:/APQR LLM/Data/mapped/page91table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the start of an **Annual Product Quality Review (APQR)** for Polyethylene glycol 3350 powder.  

Here are the key details:

* **APQR Number:** AR-APQR-XXX-YY (The specific numbers are missing)
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference Standard Operating Procedure:** XXXX (The specific SOP number is missing)
* **Product:** Polyethylene glycol 3350 powder in various sizes: 17g, 119g, 238g, 510g, and 850g.


This summary suggests that the following sections of the APQR will likely detail an analysis of the product's quality during the specified review period, referencing the SOP XXXX for guidance. 
","E:/APQR LLM/Data/mapped/page91table1/page_91_table_1.csv"""
E:/APQR LLM/Data/mapped/page47table2,"Text:
6.3.2
Excipient
Material
Product
Code:
236
BMR
Ref
No:
KR/236
Material
Code:
Neo/exp/12
Material
Name:
White
petrolatum
Manufacture
Code:
Neo-exp/mnf/12
Specification
Number:
Neo/spec-ex/12
Version
Number:
A

","    Batch No      Chemical
         NaN             N
         NaN A - 15   mg/g
WP2873/AR123            15
WP1334/AR123            10
WP2034/AR123        11.623","The text provides details about an excipient material called ""White petrolatum"".  Here's a breakdown:

* **Product Code:** 236
* **BMR Reference Number:** KR/236
* **Material Code:** Neo/exp/12
* **Manufacture Code:** Neo-exp/mnf/12
* **Specification Number:** Neo/spec-ex/12
* **Version Number:** A

The table appears to show batch data for this ""White petrolatum"" with a chemical concentration measured in mg/g.  

**Important Notes:**

* The first row of the table is missing Batch No information. 
* The second row has ""N"" as the Chemical value, which might be an abbreviation or placeholder.


Let me know if you have any specific questions about this data. For example, are you interested in calculating average chemical concentrations across batches?","E:/APQR LLM/Data/mapped/page47table2/page_47_table_2.csv"""
E:/APQR LLM/Data/mapped/page10table2,"Text:
4.5
Critical
Process
Parameters
4.5.1
Critical
Process
Parameters
Stage:
Work
Up
&
Purification,
SubStage1:
Temperature
Maintenance,
SubStage2:
Reflux
Temperature
Product
Code:
236
BMR
Ref
No:
KR/236
Version
Number:
1

","Batch No                                             Process Step-I
     NaN                                               Blower Speed
     NaN Descriptive - Maintain the temperature upto 25 degree - NA
PVB76454                                                   complies
YT763543                                                   Complies
 FG92653                                                   complies
 YU89373                                                   complies
VB763733                                                        NaN
MJ873564                                                   complies
HJ883773                                                        NaN
KL993863                                                   complies
AZ827833                                                        NaN
DF365243                                                   Complies","The text content describes ""Critical Process Parameters"" for a product with code 236 (BMR Ref No: KR/236). It focuses on two sub-stages during the ""Work Up & Purification"" stage:

* **SubStage1:** Temperature Maintenance
* **SubStage2:** Reflux Temperature


The table data appears to be related to a quality control check for a process step labeled ""Process Step-I"".  

Here's what we can glean from the table:

* **Batch Numbers:** The table lists various batch numbers, suggesting different production runs.
* **Blower Speed:** This is listed as a parameter but lacks values except for a descriptive instruction to ""Maintain the temperature upto 25 degree - NA"" (likely meaning ""Not Applicable"").
* **Compliance:** The table indicates whether each batch number ""complies"" with the process requirement for ""Process Step-I"". Most batches show compliance, while some have missing data (NaN).

**Connecting the Information:**


It's likely that ""Process Step-I"" involves controlling temperature using blower speed, as suggested by the text mentioning ""Temperature Maintenance"" and the table's description. The table data shows which batches successfully maintained the required temperature.

However, without further context on what ""Process Step-I"" entails, it's difficult to draw definitive conclusions about the relationship between the text and the table.","E:/APQR LLM/Data/mapped/page10table2/page_10_table_2.csv"""
E:/APQR LLM/Data/mapped/page111table1,"Text:


","                                                    ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to \nRef. SOP XXXX \n25/08/2023
                       Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the heading for an **Annual Product Quality Review (APQR)**. 

Here's a breakdown:

* **Product:** Polyethylene glycol 3350 powder in various gram sizes (17g, 119g, 238g, 510g, and 850g).
* **Review Period:** February 8th, 2022 to August 25th, 2023.
* **Reference SOP:** XXXX (likely a Standard Operating Procedure code)
* **APQR Number:** AR-APQR-XXX-YY (specific identifier for this review)


This information suggests a formal quality assessment is being conducted on different packaging sizes of polyethylene glycol 3350 powder over a one year and six month period. The review will likely analyze various quality aspects such as manufacturing consistency, product stability, and potential issues encountered during production or distribution.","E:/APQR LLM/Data/mapped/page111table1/page_111_table_1.csv"""
E:/APQR LLM/Data/mapped/page23table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024) Unnamed: 1               Document Code: Unnamed: 3  Unnamed: 4 Unnamed: 5
                                        Product Code: 236        NaN Product Name: Kratom \nSite:        NaN         NaN        NaN
                                               A\nZ827833 2023-01-11                          NaN   Approved       25.10    Regular
                                                 AZ827833 2023-01-11                          NaN   Approved       25.80    Regular
                                                 DF365243 2023-01-10                          NaN   Approved       25.00     Rework
                                                 DF365243 2023-01-10                          NaN   Approved       25.90     Rework
                                                  FG92653 2023-01-06                          NaN   Approved       25.30    Regular
                                                  FG92653 2023-01-06                          NaN   Approved       25.70    Regular
                                                 HJ883773 2022-02-02                          NaN   Approved       25.10    Regular
                                                 HJ883773 2022-02-02                          NaN   Approved       25.80    Regular
                                                 KL993863 2023-01-11                          NaN   Approved       25.00    Regular
                                                 KL993863 2023-01-11                          NaN   Approved       25.10    Regular
                                                 MJ873564 2023-01-10                          NaN   Approved       25.20    Regular
                                                 MJ873564 2023-01-10                          NaN   Approved       25.70    Regular
                                                 PVB76454 2023-01-02                          NaN   Approved       25.10     Rework
                                                 PVB76454 2023-01-02                          NaN   Approved       25.90     Rework
                                                 VB763733 2023-01-09                          NaN   Approved       25.00    Regular
                                                 VB763733 2023-01-09                          NaN   Approved       25.30    Regular
                                                 YT763543 2023-01-09                          NaN   Approved       24.80    Regular
                                                 YT763543 2023-01-09                          NaN   Approved       24.99    Regular
                                                  YU89373 2023-01-25                          NaN   Approved       25.20    Regular
                                                  YU89373 2023-01-25                          NaN   Approved       25.60    Regular","This document appears to be an excerpt from an Annual Product Quality Review for Kratom, covering the period from May 13, 2021, to December 31, 2024.  

The table data shows quality control results for individual Kratom batches:

* **Product Code:** All entries share the same product code (236), indicating they are all Kratom.
* **Batch ID:** Each row represents a unique batch of Kratom identified by codes like AZ827833, DF365243, etc.
* **Date:** The ""Date"" column shows when the quality control check was performed for each batch. Dates range from February 2, 2022, to January 25, 2023.

**Key Observations:**

* All batches listed were ""Approved,"" suggesting they met quality standards.
* **Potency Values:** The table includes potency values (likely measured as a percentage), ranging from 24.80 to 25.90.  This indicates variations in the concentration of active compounds within different Kratom batches.
* **Rework:** Some batches (like DF365243 and PVB76454) are marked as ""Regular"" or ""Rework."" This could imply that some batches required additional processing before meeting quality specifications.

**Missing Information:**


The document lacks key information for a complete understanding:

* **Site:** The manufacturing site for these Kratom batches is not specified.
* **Specifications:**  What are the acceptable potency ranges for Kratom? Without this context, it's hard to assess if the observed variations are significant.
* **Reason for Rework:**  Why were certain batches classified as ""Rework""? Understanding the cause of rework would provide valuable insights into potential production issues.



Overall, this excerpt provides a snapshot of quality control data for Kratom batches but requires additional context for comprehensive analysis.","E:/APQR LLM/Data/mapped/page23table1/page_23_table_1.csv"""
E:/APQR LLM/Data/mapped/page12table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:                             Unnamed: 2
                                        Product Code: 236 Product Name: Kratom \nSite:                                    NaN
                                                      NaN                          NaN Equal to - Extraction Efficiency - 20%
                                                 PVB76454                          NaN                                     20
                                                 YT763543                          NaN                                     20
                                                  FG92653                          NaN                                  19.99
                                                  YU89373                          NaN                                     20
                                                 VB763733                          NaN                                   20.3
                                                 MJ873564                          NaN                                     20
                                                 HJ883773                          NaN                                     20
                                                 KL993863                          NaN                                   20.1
                                                 AZ827833                          NaN                                     20
                                                 DF365243                          NaN                                   20.1","This document presents an **Annual Product Quality Review for Kratom (Product Code: 236)** covering the period from May 13, 2021 to December 31, 2024.

The review focuses on the **extraction efficiency** of Kratom, with a target efficiency of **20%**.  

A table displays the **batch codes** (e.g., PVB76454, YT763543) and their corresponding **measured extraction efficiencies**. Most batches achieve the target efficiency of 20%, with slight variations ranging from 19.99% to 20.3%.

However, crucial information is missing:

* **Site:** The location where the Kratom is produced is not specified.
* **Timeframe for each batch:** It's unclear when each batch was produced within the review period.


This summary highlights key findings but emphasizes the need for additional context to fully understand the product quality review.","E:/APQR LLM/Data/mapped/page12table1/page_12_table_1.csv"""
E:/APQR LLM/Data/mapped/page36table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided information outlines an **Annual Product Quality Review** for **Kratom (Product Code: 236)**.  

* The review period spans from **May 13, 2021 to December 31, 2024**.
* A specific document code is used for this review but isn't provided in the excerpt.
* The review will likely assess the quality of Kratom produced at a particular site (the site name is missing).


Let me know if you need any further analysis or have other text/data to summarize!","E:/APQR LLM/Data/mapped/page36table1/page_36_table_1.csv"""
E:/APQR LLM/Data/mapped/page22table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","This document appears to be the beginning of an **Annual Product Quality Review** for **Kratom**, a product with code **236**. The review period covers from **May 13, 2021, to December 31, 2024**.  

The information provided suggests this is a standardized template for reviewing product quality, likely used in a pharmaceutical or manufacturing setting.


Let me know if you have any other questions!","E:/APQR LLM/Data/mapped/page22table1/page_22_table_1.csv"""
E:/APQR LLM/Data/mapped/page37table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","This document appears to be the start of an Annual Product Quality Review for Kratom (Product Code 236).  

* **Review Period:** May 13, 2021 - December 31, 2024 
* **Document Code:** Not specified in the provided text
* **Product:** Kratom (Product Code 236)
* **Site:** Not specified


The information is incomplete as it only shows the header section of the document.  We would need the full review to summarize its findings and conclusions about the quality of Kratom during the specified period.","E:/APQR LLM/Data/mapped/page37table1/page_37_table_1.csv"""
E:/APQR LLM/Data/mapped/page25table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The text provides a heading for an ""ANNUAL PRODUCT QUALITY REVIEW"" covering the period from May 13, 2021 to December 31, 2024.  

The table likely contains further details about this review. We know:

* **Document Code:** (Missing from provided text)
* **Product Code:** 236
* **Product Name:** Kratom
* **Site:** (Missing from provided text)


You'll need to provide the rest of the table data for a complete summary.  
","E:/APQR LLM/Data/mapped/page25table1/page_25_table_1.csv"""
